essay_id,para_id,para_types,para_text,adu_spans,ac_spans,ai_spans,ac_types,ac_rel_targets,ac_rel_types,ac_rel_pairs
292,1623,body,"<para-body> on the other hand , the advocators believe that <ac> zoos provide the public with good entertainment and also help to ensure the balance of the ecology </ac> . <ac> many people , especially young children enjoy going to zoos and see their favorite animals , cute baby - born animals and the animals that are from the different corners of the world </ac> . <ac> zoos provide educational information about the lives of different animals to the public </ac> . also , <ac> zoos play an important role in reserving many breeds of animal and preventing them from being missing from life </ac> . this is due to the fact that , <ac> in zoos , animals are kept in enclosures which simulate their own habitats and also endangered animals are being protected from their predators or hunters </ac> . thus <ac> zoos are needed to keep the nature balanced </ac> . </para-body>","[(1, 28), (29, 64), (65, 80), (82, 104), (106, 140), (142, 152)]","[(10, 28), (30, 64), (66, 80), (84, 104), (114, 140), (143, 152)]","[(1, 9), (29, 29), (65, 65), (82, 83), (106, 113), (142, 142)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 5, 3, 0]","['Support', 'Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (5, 3), (3, 4), (0, 5)]"
292,1624,conclusion,"<para-conclusion> in conclusion , <ac> both of the arguments have strong supports </ac> , but in my own view , <ac> more good come from zoos than bad </ac> . however , it is hoped that the standards of zoos should be leveled up to ensure that the animals in zoos are provided with good care and attention . </para-conclusion>","[(1, 12), (13, 28)]","[(4, 12), (20, 28)]","[(1, 3), (13, 19)]","['Claim', 'MajorClaim']","[12, 12]",[],[]
293,1625,prompt,<prompt> are museums necessary ? </prompt>,[],[],[],[],[],[],[]
293,1626,intro,"<para-intro> i believe <ac> public museums and art galleries will still be necessary </ac> , even though <ac> we can see the art works and historical objects online </ac> . </para-intro>","[(1, 13), (14, 28)]","[(3, 13), (17, 28)]","[(1, 2), (14, 16)]","['MajorClaim', 'Claim']","[12, 12]",[],[]
293,1627,body,"<para-body> <ac> most people nowadays prefer to use the internet to search for art work </ac> because <ac> the internet really brings them convenience </ac> . <ac> we can browse the art work from all over the world at home </ac> . however , <ac> people may not get a spiritual experience </ac> since <ac> pictures online are only limited to a screen size </ac> . by contrast , <ac> the exhibits in museums or galleries are all life size and visitors can get a more direct felling </ac> . for example , <ac> only when we see the real mummy , can we experience mystique </ac> . </para-body>","[(0, 15), (16, 24), (25, 40), (42, 52), (53, 64), (66, 88), (90, 106)]","[(1, 15), (17, 24), (26, 40), (44, 52), (54, 64), (69, 88), (93, 106)]","[(0, 0), (16, 16), (25, 25), (42, 43), (53, 53), (66, 68), (90, 92)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0, 3, 0, 5]","['Support', 'Support', 'Attack', 'Support', 'Attack', 'Support']","[(0, 1), (0, 2), (0, 3), (3, 4), (0, 5), (5, 6)]"
293,1628,body,"<para-body> <ac> in order to help visitors to learn more about the exhibits , museums hold various activities which make visitors be part of what they are seeing </ac> . for example , <ac> at american museum of natural history , you can make a bone - by - bone reproduction of the museum ' s stegosaurus </ac> ; <ac> at museum of art in new york , you can look at 17th century instruments while listening to their music </ac> . <ac> while if you "" visit "" the museum online , you may not able to get this kind of experience </ac> . </para-body>","[(0, 28), (30, 57), (58, 80), (81, 103)]","[(1, 28), (33, 57), (59, 80), (82, 103)]","[(0, 0), (30, 32), (58, 58), (81, 81)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0]","['Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3)]"
293,1629,body,"<para-body> <ac> seeing an art work on computer screen is not the same as you watch it by your own eyes </ac> . for instance , <ac> you can ' t see the texture of the artwork which is very important to study the skills used by the artist </ac> . what ' s more , <ac> not all the details of the artwork can be shown on the computer screen </ac> . <ac> some details might be dim </ac> since <ac> the resolution ratio of the screen is not high enough </ac> . <ac> these may influence the comprehension of the art work or historical objects </ac> . </para-body>","[(0, 21), (23, 49), (51, 71), (72, 79), (80, 92), (93, 107)]","[(1, 21), (26, 49), (56, 71), (73, 79), (81, 92), (94, 107)]","[(0, 0), (23, 25), (51, 55), (72, 72), (80, 80), (93, 93)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0, 3, 0]","['Support', 'Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3), (3, 4), (0, 5)]"
293,1630,conclusion,"<para-conclusion> in conclusion , i believe <ac> we still need museums and art galleries </ac> but <ac> computers can be introduced to museums and galleries in order to help visitors to know more about the art works or historical objects </ac> . </para-conclusion>","[(1, 14), (15, 40)]","[(6, 14), (16, 40)]","[(1, 5), (15, 15)]","['MajorClaim', 'Claim']","[12, 12]",[],[]
294,1631,prompt,<prompt> prohibit public smoking ? </prompt>,[],[],[],[],[],[],[]
294,1632,intro,"<para-intro> the awareness on harmful effects from smoking among the general public has put much pressure on the government and private sectors . as a result , some businesses prohibit smoking in their premises and even some governments restrict smoking in public area . it is agreed that <ac> the move will do more good by looking at the quality of health and image of a nation in long run </ac> . </para-intro>","[(44, 70)]","[(48, 70)]","[(44, 47)]",['MajorClaim'],[12],[],[]
294,1633,body,"<para-body> firstly , <ac> it is well known and clinically proven that smoking is extremely hazardous to the smoker and others who have been exposed to the fume over a period of time </ac> . <ac> recent death statistic released by the malaysian ministry of health shows that the top killer was lung related diseases caused by smoking </ac> . <ac> a large proportion of death involved second hand smoker particularly young children and pregnant women who were vulnerable to these lethal diseases </ac> . therefore , <ac> the number of fatality can be significantly reduced if a total ban on public smoking is implemented </ac> . </para-body>","[(1, 33), (34, 58), (59, 83), (85, 105)]","[(3, 33), (35, 58), (60, 83), (87, 105)]","[(1, 2), (34, 34), (59, 59), (85, 86)]","['Premise', 'Premise', 'Premise', 'Claim']","[3, 3, 3, 12]","['Support', 'Support', 'Support']","[(3, 0), (3, 1), (3, 2)]"
294,1634,body,"<para-body> secondly , <ac> the image of a healthy nation can be promoted when government restricts public smoking by imposing stern penalty to the offender </ac> . for instance , <ac> the brunei government had recently enforced a law against smoking in public areas such as cafés , hospital and shopping street </ac> . <ac> this step has curbed down the numbers of smokers in the country and as a result , brunei remains a place known for its tranquility and cleanliness </ac> . <ac> this example shows the benefit of restricting public smoking to a country as a whole </ac> . </para-body>","[(1, 25), (27, 52), (53, 82), (83, 100)]","[(3, 25), (30, 52), (54, 82), (84, 100)]","[(1, 2), (27, 29), (53, 53), (83, 83)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0]","['Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3)]"
294,1635,conclusion,"<para-conclusion> to sum up , <ac> the effort to prohibit people from smoking in public area is certainly helping in curtailing the associated health risks and to create a healthy nation </ac> . it is hoped that more businesses and governments will follow the same initiatives for the interest of the people and the country . </para-conclusion>","[(1, 31)]","[(5, 31)]","[(1, 4)]",['MajorClaim'],[12],[],[]
295,1636,prompt,<prompt> whether athletes and singers are overpaid ? </prompt>,[],[],[],[],[],[],[]
295,1637,intro,"<para-intro> some people believe that professional athletes and entertainers are paid reasonable salaries , which can be up to millions of dollars each year . however , that is not equal to their actual contributions to the society . i believe that <ac> their salary at a lower level would be more appropriate compared with other peoples in scientific or social , economic fields </ac> . </para-intro>","[(39, 64)]","[(42, 64)]","[(39, 41)]",['MajorClaim'],[12],[],[]
295,1638,body,"<para-body> first of all , some people claim that <ac> athletes and singers deserve their current salary </ac> because <ac> they have an exceptional ability that other people do not own </ac> . for example , <ac> hardly anyone could play basketball as skillfully as michael jordan - a legendary former american player who won several times in the nba championship </ac> . <ac> they also point out that these people have to undergo painstaking and industrious training , let alone participate in a great number of contests to be recognized and prove themselves </ac> . in addition , although <ac> there are many singers and athletes , few of whom could rise to fame and victory ultimately </ac> . <ac> overcoming all these obstacles , they should be paid a great deal of money for their extraordinary efforts </ac> . </para-body>","[(1, 17), (18, 31), (33, 61), (62, 94), (96, 118), (119, 139)]","[(9, 17), (19, 31), (36, 61), (63, 94), (100, 118), (120, 139)]","[(1, 8), (18, 18), (33, 35), (62, 62), (96, 99), (119, 119)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0, 0, 0]","['Support', 'Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]"
295,1639,body,"<para-body> however , their talents should not be overrated . other people say that <ac> singers and athletes , in fact , contribute insignificantly to the development of the society </ac> . <ac> it is assumed the amazing performances they give to the audiences are only valuable in aesthetic and entertaining terms </ac> . <ac> while scientists invent machines serving daily lives , doctors take care of patients and cure their diseases and policemen help to ensure the safety and stability of the nation , singers and athletes do not play a helpful part in improving the material life </ac> . <ac> they commit themselves to promoting relaxation and enjoyment for the audience </ac> . indeed , <ac> their contribution is less important than those from doctors or scientists , albeit necessary </ac> . hence , <ac> their privilege of salary seems groundless , while the main work forces receive modest salaries which only enable them to afford bare necessities </ac> . </para-body>","[(10, 30), (31, 52), (53, 99), (100, 113), (115, 132), (134, 160)]","[(14, 30), (32, 52), (54, 99), (101, 113), (117, 132), (136, 160)]","[(10, 13), (31, 31), (53, 53), (100, 100), (115, 116), (134, 135)]","['Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[5, 0, 5, 2, 5, 12]","['Attack', 'Support', 'Support', 'Support', 'Support']","[(5, 0), (0, 1), (5, 2), (2, 3), (5, 4)]"
295,1640,conclusion,"<para-conclusion> from all analysis suggested above , <ac> professional athletes and singers are overpaid in terms of their contributions </ac> . i think that there should be a modification in the salary of professional singers and athletes to balance with those of people in other fields , namely science and society , who are the driving forces for the prosperity of the nation . </para-conclusion>","[(1, 19)]","[(7, 19)]","[(1, 6)]",['MajorClaim'],[12],[],[]
